08-okt-15 00:00:00	32528
08-okt-15 00:05:00	31904
08-okt-15 00:10:00	31724
08-okt-15 00:15:00	31040
08-okt-15 00:20:00	30338
08-okt-15 00:25:00	29738
08-okt-15 00:30:00	29024
08-okt-15 00:35:00	28832
08-okt-15 00:40:00	28862
08-okt-15 00:45:00	28334
08-okt-15 00:50:00	27968
08-okt-15 00:55:00	27596
08-okt-15 01:00:00	27128
08-okt-15 01:05:00	26864
08-okt-15 01:10:00	27038
08-okt-15 01:15:00	26738
08-okt-15 01:20:00	26156
08-okt-15 01:25:00	26264
08-okt-15 01:30:00	26228
08-okt-15 01:35:00	25994
08-okt-15 01:40:00	25568
08-okt-15 01:45:00	25268
08-okt-15 01:50:00	25040
08-okt-15 01:55:00	25148
08-okt-15 02:00:00	24950
08-okt-15 02:05:00	24860
08-okt-15 02:10:00	24764
08-okt-15 02:15:00	24206
08-okt-15 02:20:00	24446
08-okt-15 02:25:00	24458
08-okt-15 02:30:00	23990
08-okt-15 02:35:00	23798
08-okt-15 02:40:00	23738
08-okt-15 02:45:00	23588
08-okt-15 02:50:00	23198
08-okt-15 02:55:00	23012
08-okt-15 03:00:00	23204
08-okt-15 03:05:00	23270
08-okt-15 03:10:00	22976
08-okt-15 03:15:00	22778
08-okt-15 03:20:00	22850
08-okt-15 03:25:00	23252
08-okt-15 03:30:00	23378
08-okt-15 03:35:00	22988
08-okt-15 03:40:00	22814
08-okt-15 03:45:00	22574
08-okt-15 03:50:00	22493
08-okt-15 03:55:00	22766
08-okt-15 04:00:00	23069
08-okt-15 04:05:00	23132
08-okt-15 04:10:00	23528
08-okt-15 04:15:00	23606
08-okt-15 04:20:00	23426
08-okt-15 04:25:00	23462
08-okt-15 04:30:00	23510
08-okt-15 04:35:00	23846
08-okt-15 04:40:00	23672
08-okt-15 04:45:00	23510
08-okt-15 04:50:00	23456
08-okt-15 04:55:00	23090
08-okt-15 05:00:00	23072
08-okt-15 05:05:00	23336
08-okt-15 05:10:00	23354
08-okt-15 05:15:00	23666
08-okt-15 05:20:00	24704
08-okt-15 05:25:00	25118
08-okt-15 05:30:00	25460
08-okt-15 05:35:00	26042
08-okt-15 05:40:00	26534
08-okt-15 05:45:00	27620
08-okt-15 05:50:00	28400
08-okt-15 05:55:00	29066
08-okt-15 06:00:00	30680
08-okt-15 06:05:00	32714
08-okt-15 06:10:00	33818
08-okt-15 06:15:00	35012
08-okt-15 06:20:00	36800
08-okt-15 06:25:00	38324
08-okt-15 06:30:00	41024
08-okt-15 06:35:00	43604
08-okt-15 06:40:00	45236
08-okt-15 06:45:00	47270
08-okt-15 06:50:00	49280
08-okt-15 06:55:00	50450
08-okt-15 07:00:00	52190
08-okt-15 07:05:00	54032
08-okt-15 07:10:00	54962
08-okt-15 07:15:00	56066
08-okt-15 07:20:00	55640
08-okt-15 07:25:00	55148
08-okt-15 07:30:00	55862
08-okt-15 07:35:00	55430
08-okt-15 07:40:00	55010
08-okt-15 07:45:00	54464
08-okt-15 07:50:00	53174
08-okt-15 07:55:00	52802
08-okt-15 08:00:00	52952
08-okt-15 08:05:00	52874
08-okt-15 08:10:00	51974
08-okt-15 08:15:00	50444
08-okt-15 08:20:00	49766
08-okt-15 08:25:00	50066
08-okt-15 08:30:00	50078
08-okt-15 08:35:00	49616
08-okt-15 08:40:00	49370
08-okt-15 08:45:00	49298
08-okt-15 08:50:00	48872
08-okt-15 08:55:00	48716
08-okt-15 09:00:00	48182
08-okt-15 09:05:00	48146
08-okt-15 09:10:00	48272
08-okt-15 09:15:00	47828
08-okt-15 09:20:00	47786
08-okt-15 09:25:00	47456
08-okt-15 09:30:00	47564
08-okt-15 09:35:00	47672
08-okt-15 09:40:00	47528
08-okt-15 09:45:00	47678
08-okt-15 09:50:00	47054
08-okt-15 09:55:00	46634
08-okt-15 10:00:00	46634
08-okt-15 10:05:00	46262
08-okt-15 10:10:00	45710
08-okt-15 10:15:00	45446
08-okt-15 10:20:00	45416
08-okt-15 10:25:00	45164
08-okt-15 10:30:00	44630
08-okt-15 10:35:00	44396
08-okt-15 10:40:00	44360
08-okt-15 10:45:00	44000
08-okt-15 10:50:00	44156
08-okt-15 10:55:00	44216
08-okt-15 11:00:00	44042
08-okt-15 11:05:00	44276
08-okt-15 11:10:00	44102
08-okt-15 11:15:00	43898
08-okt-15 11:20:00	44252
08-okt-15 11:25:00	43754
08-okt-15 11:30:00	43400
08-okt-15 11:35:00	43238
08-okt-15 11:40:00	42938
08-okt-15 11:45:00	42584
08-okt-15 11:50:00	42404
08-okt-15 11:55:00	42950
08-okt-15 12:00:00	43046
08-okt-15 12:05:00	42680
08-okt-15 12:10:00	42254
08-okt-15 12:15:00	42086
08-okt-15 12:20:00	41522
08-okt-15 12:25:00	41816
08-okt-15 12:30:00	42494
08-okt-15 12:35:00	41738
08-okt-15 12:40:00	41816
08-okt-15 12:45:00	41750
08-okt-15 12:50:00	41294
08-okt-15 12:55:00	41714
08-okt-15 13:00:00	41582
08-okt-15 13:05:00	41150
08-okt-15 13:10:00	40742
08-okt-15 13:15:00	40922
08-okt-15 13:20:00	40994
08-okt-15 13:25:00	40280
08-okt-15 13:30:00	39710
08-okt-15 13:35:00	39542
08-okt-15 13:40:00	39194
08-okt-15 13:45:00	39170
08-okt-15 13:50:00	39116
08-okt-15 13:55:00	39284
08-okt-15 14:00:00	39146
08-okt-15 14:05:00	38588
08-okt-15 14:10:00	38780
08-okt-15 14:15:00	38834
08-okt-15 14:20:00	38456
08-okt-15 14:25:00	38408
08-okt-15 14:30:00	38480
08-okt-15 14:35:00	38108
08-okt-15 14:40:00	37994
08-okt-15 14:45:00	38300
08-okt-15 14:50:00	38126
08-okt-15 14:55:00	37784
08-okt-15 15:00:00	37622
08-okt-15 15:05:00	37472
08-okt-15 15:10:00	37382
08-okt-15 15:15:00	37658
08-okt-15 15:20:00	38012
08-okt-15 15:25:00	38066
08-okt-15 15:30:00	38012
08-okt-15 15:35:00	37748
08-okt-15 15:40:00	38090
08-okt-15 15:45:00	38456
08-okt-15 15:50:00	39068
